Rank,Name,company,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6898,Checkers,Nintendo,2600,1980,Misc,Atari,0.22,0.01,0,0,0.24
6899,Front Mission: Gun Hazard,Microsoft,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0,0.24
6900,X-Men: Destiny,Nintendo,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.24
6901,Hello Kitty Seasons,Nintendo,Wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0,0.02,0.24
6902,Chibi-Robo! Zip Lash,Microsoft,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6903,4x4 EVO 2,Sony,XB,2001,Racing,Gathering of Developers,0.18,0.05,0,0.01,0.24
6904,XS Airboat Racing,Sony,PS,2002,Racing,XS Games,0.13,0.09,0,0.02,0.24
6905,Lunar: Silver Star Harmony,Nintendo,PSP,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24
6906,Sherlock Holmes and the Mystery of Osborne House,Nintendo,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0,0.03,0.24
6907,Grand Theft Auto,Nintendo,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24
6908,Dora the Explorer: Super Star Adventures,Microsoft,GBA,2004,Adventure,Game Factory,0.17,0.06,0,0,0.24
6909,Viva Pinata: Party Animals,Nintendo,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0,0.02,0.24
6910,Scrabble (Others sales),Microsoft,DS,2009,Puzzle,Ubisoft,0,0.24,0,0,0.24
6911,Asura's Wrath,Microsoft,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6912,Lego Star Wars: The Force Awakens,Microsoft,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0,0.02,0.24
6913,Dynasty Warriors 6 Empires,Sony,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6914,My Street,Sony,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
6915,Wild 9,Sony,PS,1998,Action,Interplay,0.13,0.09,0,0.02,0.24
6916,Shadow Hearts: Covenant,Sony,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24
6917,Tiger Woods PGA Tour 10,Nintendo,PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24
6918,Shrek's Carnival Craze Party Games,PC,DS,2008,Misc,Activision,0.22,0,0,0.02,0.24
6919,Angry Birds,Sony,PC,2011,Puzzle,Focus Home Interactive,0,0.18,0,0.05,0.24
6920,Risen 2: Dark Waters,Sony,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
6921,Danganronpa: Trigger Happy Havoc,Microsoft,PSP,N/A,Misc,Unknown,0,0,0.24,0,0.24
6922,Guitar Hero Live,Nintendo,X360,2015,Misc,Activision,0.12,0.1,0,0.02,0.24
6923,Game & Wario,Sony,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6924,PGA Tour 96,Sony,PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
6925,Onechanbara Z2: Chaos,Microsoft,PS4,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
6926,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Sony,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0,0.02,0.24
6927,Covert Ops: Nuclear Dawn,Nintendo,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
6928,DanceDanceRevolution II,Microsoft,Wii,N/A,Misc,Konami Digital Entertainment,0.22,0,0,0.02,0.24
6929,Pictionary: Ultimate Edition,Sony,X360,2011,Misc,THQ,0.16,0.05,0,0.02,0.24
6930,LEGO Harry Potter: Years 5-7,Nintendo,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0,0.05,0.24
6931,TrackMania: Build to Race,Nintendo,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0,0.03,0.24
6932,Nintendo Presents: Crossword Collection,Sony,DS,2009,Puzzle,Nintendo,0,0.21,0,0.02,0.24
6933,Galaga: Destination Earth,Microsoft,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0,0.02,0.24
6934,G.I. Joe: The Rise of Cobra,Sony,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
6935,Ar tonelico Qoga: Knell of Ar Ciel,Microsoft,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
6936,FIFA World Cup Germany 2006,Nintendo,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
6937,Polly Pocket: Super Splash Island,Sony,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0,0,0.24
6938,God Eater 2,Nintendo,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
6939,Tony Hawk's Downhill Jam,Sony,Wii,N/A,Sports,Activision,0.21,0,0,0.02,0.24
6940,Sesame Street: Elmo's Number Journey,Atari,PS,1998,Misc,NewKidCo,0.13,0.09,0,0.02,0.24
6941,Rampage,Atari,2600,1988,Action,Activision,0.22,0.01,0,0,0.24
6942,Dark Cavern,Nintendo,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0,0,0.24
6943,Jewels of the Tropical Lost Island,Microsoft,DS,2010,Puzzle,Storm City Games,0.11,0.1,0,0.02,0.24
6944,Afro Samurai,Microsoft,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24
6945,The Bureau: XCOM Declassified,Nintendo,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0,0.02,0.24
6946,Sands of Destruction,Nintendo,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.24
6947,NASCAR 2011: The Game,Sony,Wii,2011,Racing,Activision,0.22,0,0,0.01,0.24
6948,Silent Hill: Book of Memories,Nintendo,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0,0.04,0.24
6949,Lunar Knights,Sony,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6950,The Walking Dead: Season Two,Nintendo,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
6951,Epic Mickey 2: The Power of Two,PC,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
6952,DC Universe Online,Sony,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0,0.02,0.24
6953,NASCAR 08,Sony,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24
6954,Madagascar: Escape 2 Africa,Nintendo,PS3,2008,Action,Activision,0.12,0.08,0,0.04,0.23
6955,New Carnival Games,Nintendo,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02,0.23
6956,Need For Speed: Undercover,Nintendo,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23
6957,LEGO Marvel's Avengers,Nintendo,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0,0.02,0.23
6958,Naruto: Path of the Ninja 2,Sony,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02,0.23
6959,Wallace & Gromit in Project Zoo,Sony,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23
6960,Karaoke Revolution Volume 2,Nintendo,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
6961,Wizards of Waverly Place: Spellbound,Nintendo,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0,0.02,0.23
6962,Love Plus +,Nintendo,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0,0.23
6963,Etrian Mystery Dungeon,Sony,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6964,Mobile Suit Gundam: Climax U.C.,Sony,PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23
6965,Street Fighter EX2 Plus,Nintendo,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0,0.02,0.23
6966,The Smurfs 2,Nintendo,DS,2013,Platform,Ubisoft,0,0.21,0,0.02,0.23
6967,Big Family Games,Nintendo,Wii,2009,Misc,THQ,0,0.22,0,0.02,0.23
6968,Big Beach Sports 2,Nintendo,Wii,N/A,Sports,THQ,0.09,0.12,0,0.03,0.23
6969,Hot Wheels: Beat That!,Sony,DS,2007,Racing,Activision,0.22,0,0,0.02,0.23
6970,Jet X20,Nintendo,PS2,N/A,Racing,Unknown,0.11,0.09,0,0.03,0.23
6971,Super Robot Taisen D,Microsoft,GBA,2003,Strategy,Banpresto,0,0,0.23,0.01,0.23
6972,NASCAR Thunder 2004,Microsoft,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23
6973,Buffy the Vampire Slayer,Sony,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
6974,LEGO Marvel's Avengers,Nintendo,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.11,0,0.05,0.23
6975,Star Wars: The Force Unleashed II,Microsoft,DS,2010,Action,LucasArts,0.18,0.04,0,0.02,0.23
6976,Harry Potter and the Goblet of Fire,Microsoft,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
6977,Zumba Fitness: World Party,Sony,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.23
6978,Saint Seiya: Sanctuary Battle,Nintendo,PS3,2011,Action,Namco Bandai Games,0,0.09,0.11,0.03,0.23
6979,Girls Mode 3: Kirakira Code,Nintendo,3DS,2015,Action,Nintendo,0,0,0.23,0,0.23
6980,Meteos,Microsoft,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6981,Virtua Tennis 4,Nintendo,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23
6982,Kung Fu Panda 2,Sony,DS,2011,Action,THQ,0.16,0.05,0,0.02,0.23
6983,Cross Edge,Nintendo,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6984,Hotel for Dogs,Sony,DS,2008,Simulation,505 Games,0.22,0,0,0.02,0.23
6985,Cabela's Big Game Hunter 2012,Sega,PS3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
6986,Pro Yakyuu Team o Tsukurou!,Sony,DC,1999,Sports,Sega,0,0,0.23,0,0.23
6987,Me & My Katamari,Sony,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0,0.23
6988,Asphalt: Injection,PC,PSV,2011,Action,Ubisoft,0.14,0.06,0,0.04,0.23
6989,Total War: Attila,Sony,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.23
6990,SSX On Tour,Microsoft,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23
6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Microsoft,X360,2010,Sports,Sega,0.08,0.13,0,0.03,0.23
6992,World Series Baseball,Sony,XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23
6993,SingStar Pop Edition,Sony,PS3,2009,Misc,Sony Computer Entertainment,0,0.19,0,0.05,0.23
6994,Test Drive: Eve of Destruction,Microsoft,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23
6995,Starsky & Hutch,Sony,XB,2003,Racing,Empire Interactive,0.17,0.05,0,0.01,0.23
6996,Dynasty Warriors: Gundam Reborn,Sony,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23
6997,Hatsune Miku: Project Diva f,Sony,PSV,2012,Misc,Sega,0,0,0.23,0,0.23
6998,The Club,Sony,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
6999,Carnival Island,Sony,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23
7000,Jeremy McGrath Supercross World,Nintendo,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23
7001,M&M's Kart Racing,Nintendo,Wii,2007,Racing,Zoo Digital Publishing,0.22,0,0,0.02,0.23
7002,Rock Band Track Pack: Classic Rock,Sony,Wii,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
7003,The Scorpion King: Rise of the Akkadian,Sony,PS2,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23
7004,Let's Make a Soccer Team!,Nintendo,PS2,2006,Sports,Sega,0,0,0.23,0,0.23
7005,Looney Tunes: Acme Arsenal,Sony,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23
7006,Monster Hunter G,Nintendo,PS2,2005,Role-Playing,Capcom,0,0,0.23,0,0.23
7007,All-Star Baseball 2001,Sony,N64,2000,Sports,Acclaim Entertainment,0.22,0.01,0,0,0.23
7008,Pinball Hall of Fame: The Gottlieb Collection,Sony,PSP,2005,Misc,Play It,0.2,0.01,0,0.02,0.23
7009,Sword Art Online: Lost Song,Nintendo,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,0.23
7010,Star Wars Jedi Knight II: Jedi Outcast,Nintendo,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23
7011,Tom Clancy's Splinter Cell,Nintendo,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23
7012,Pitfall: The Big Adventure,Microsoft,Wii,2008,Adventure,Activision,0.2,0.02,0,0.02,0.23
7013,Rock Band Country Track Pack,Nintendo,X360,2009,Misc,MTV Games,0.22,0,0,0.02,0.23
7014,Worms: Battle Islands,Sony,Wii,2010,Strategy,THQ,0.11,0.1,0,0.02,0.23
7015,ESPN NHL Hockey,Nintendo,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23
7016,Harvest Moon GB,Nintendo,GB,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23
7017,Imagine: Detective,Microsoft,DS,2009,Simulation,Ubisoft,0.16,0.01,0,0.06,0.23
7018,The Incredible Hulk: Ultimate Destruction,Sony,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23
7019,Hannah Montana: The Movie,Sony,PS3,2009,Adventure,Disney Interactive Studios,0.14,0.06,0,0.03,0.23
7020,NCAA GameBreaker 2003,Microsoft,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7021,Skylanders: SuperChargers,Sony,XOne,2015,Action,Activision,0.16,0.05,0,0.02,0.23
7022,Gundam Battle Assault,Sega,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0,0.02,0.23
7023,Virtua Fighter Kids,Sega,SAT,1995,Fighting,Sega,0,0,0.23,0,0.23
7024,Lunar: Silver Star Story,Nintendo,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23
7025,Rocket Power: Beach Bandits,Nintendo,GC,2002,Platform,THQ,0.18,0.05,0,0.01,0.23
7026,Shaun White Snowboarding,Nintendo,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23
7027,LEGO The Hobbit,Nintendo,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.11,0,0.02,0.23
7028,Ultimate Band,Microsoft,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0,0.02,0.23
7029,NBA 2K6,Nintendo,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02,0.23
7030,Age of Empires: The Age of Kings,Nintendo,DS,2006,Strategy,THQ,0.19,0.02,0,0.02,0.23
7031,What's Cooking? Jamie Oliver,Sony,DS,2008,Simulation,Atari,0.2,0.01,0,0.02,0.23
7032,Tom Clancy's Rainbow Six: Rogue Spear,Sony,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23
7033,NHL FaceOff 2001,Nintendo,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Nintendo,Wii,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.23
7035,Yu-Gi-Oh! GX: Duel Academy,Sony,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0,0,0.23
7036,FIFA 14,Sony,PSP,2013,Sports,Electronic Arts,0,0.16,0,0.07,0.23
7037,Tribes: Aerial Assault,Sony,PS2,N/A,Shooter,Unknown,0.11,0.09,0,0.03,0.23
7038,Colony Wars: Vengeance,Nintendo,PS,1998,Simulation,Psygnosis,0.13,0.09,0,0.02,0.23
7039,Last Window: The Secret of Cape West,Sony,DS,2010,Adventure,Nintendo,0,0.12,0.09,0.02,0.23
7040,Yu-Gi-Oh! GX: Tag Force 3,Microsoft,PSP,2008,Strategy,Konami Digital Entertainment,0,0.03,0.18,0.01,0.23
7041,Dynasty Warriors: Strikeforce,Microsoft,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23
7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,Nintendo,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0,0.02,0.23
7043,I Love Horses,Nintendo,DS,2008,Simulation,GSP,0.21,0,0,0.01,0.23
7044,Madden NFL 06,Nintendo,GBA,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23
7045,Karaoke Revolution Glee 2: Road to Regionals,Sony,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0,0.02,0.23
7046,NASCAR 08,Sega,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23
7047,The King of Fighters '95 (CD),Sony,NG,1994,Fighting,SNK,0,0,0.23,0,0.23
7048,Perfect Weapon,Nintendo,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23
7049,Luminous Arc 2,Microsoft,DS,2008,Role-Playing,Rising Star Games,0.21,0,0,0.02,0.23
7050,Project CARS,Sony,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0,0.02,0.23
7051,Major League Baseball 2K10,PC,PS2,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23
7052,Call of Duty: Black Ops 3,Microsoft,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23
7053,Mafia,Sony,XB,2004,Action,Take-Two Interactive,0.17,0.05,0,0.01,0.23
7054,Spider-Man: Edge of Time,Nintendo,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.23
7055,Deadly Creatures,Sony,Wii,2009,Action,THQ,0.08,0.12,0,0.03,0.23
7056,Airblade,Sony,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7057,Cabela's Outdoor Adventures (2009),Nintendo,PS3,2009,Sports,Activision Value,0.21,0,0,0.02,0.23
7058,Mega Man & Bass,Sony,GBA,2002,Platform,Capcom,0.16,0.06,0,0,0.23
7059,NBA Live 15,Nintendo,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23
7060,Neopets Puzzle Adventure,PC,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02,0.23
7061,Risen 2: Dark Waters,Sony,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.04,0.23
7062,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Microsoft,PSV,2016,Action,Square Enix,0,0,0.23,0,0.23
7063,Puss in Boots,Nintendo,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23
7064,Family Fest presents: Movie Games,Sony,Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.23
7065,AKB1/149: Love Election,Nintendo,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23
7066,Tony Hawk's Proving Ground,Nintendo,DS,2007,Sports,Activision,0.21,0.01,0,0.02,0.23
7067,Tetris 2 (weekly jp sales),Sony,GB,1992,Puzzle,Nintendo,0,0,0.23,0,0.23
7068,Pro Yakyuu Team o Tsukurou! 2,Sony,PS2,2003,Sports,Sega,0,0,0.23,0,0.23
7069,Musou Orochi Z,Sony,PS3,2009,Action,Tecmo Koei,0,0,0.23,0,0.23
7070,World Series of Poker 2008: Battle for the Bracelets,Nintendo,PS2,2007,Misc,Activision,0.11,0.09,0,0.03,0.23
7071,WWE All Stars,Nintendo,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23
7072,Naruto Shippuden: Ninja Council 4,Sony,DS,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23
7073,Genji: Dawn of the Samurai,Sony,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7074,Rocket League,Nintendo,PS4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23
7075,Wipeout 2,Sony,3DS,2011,Misc,Activision,0.22,0,0,0.01,0.23
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,Sony,PSP,2009,Adventure,Namco Bandai Games,0,0,0.23,0,0.23
7077,Critical Depth,Nintendo,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7078,Barbie as The Island Princess,Nintendo,GBA,2007,Adventure,Activision,0.16,0.06,0,0,0.23
7079,Petz Rescue: Wildlife Vet,Sony,Wii,2008,Simulation,Ubisoft,0.21,0,0,0.02,0.23
7080,Tales of VS.,Nintendo,PSP,2009,Fighting,Namco Bandai Games,0,0,0.23,0,0.23
7081,Saka-Tsuku DS: Touch and Direct,Nintendo,DS,2008,Sports,Sega,0,0,0.23,0,0.23
7082,Super Swing Golf,Sony,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
7083,The Italian Job,Nintendo,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23
7084,Mega Man Battle Network 5: Team Colonel / Protoman,Nintendo,GBA,2004,Role-Playing,Capcom,0.16,0.06,0,0,0.23
7085,Barbie and the Three Musketeers,Nintendo,Wii,2009,Adventure,Activision,0.21,0,0,0.02,0.23
7086,Star Ocean,Microsoft,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23
7087,Freedom Fighters,Nintendo,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23
7088,Naruto: Ninja Council 2 European Version,Microsoft,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0,0.23
7089,Soldier of Fortune II: Double Helix,Nintendo,XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23
7090,pro evolution soccer 2011,Sony,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
7091,Disney Princess: Enchanted Journey,Sony,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23
7092,Final Fantasy XI: Treasures of Aht Urhgan,Sony,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
7093,Alundra,Sony,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
7094,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sony,PS3,2010,Sports,Konami Digital Entertainment,0,0,0.23,0,0.23
7095,Bratz: Girlz Really Rock,Nintendo,PS2,2008,Action,THQ,0.11,0.09,0,0.03,0.23
7096,Super R-Type,Sony,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23
7097,Rampage 2: Universal Tour,Sony,PS,1998,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7098,Super Robot Taisen F Kanketsuhen,Nintendo,PS,1999,Strategy,Banpresto,0,0,0.21,0.01,0.23
7099,Tiger Woods PGA Tour 2003,Sony,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23
7100,BlowOut,Sony,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23
7101,NFL Blitz Pro,Nintendo,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23
7102,MySims Party,Nintendo,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0,0.02,0.23
7103,TRON: Evolution - Battle Grids,Sony,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0,0.02,0.23
7104,The Raiden Project,Nintendo,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7105,Hooked! Real Motion Fishing,Sony,Wii,2007,Sports,505 Games,0.21,0,0,0.02,0.23
7106,Pocket Fighter,Microsoft,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
7107,Bicycle Casino 2005,Sony,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0,0.01,0.23
7108,Valhalla Knights 2,Sony,PSP,2008,Role-Playing,Rising Star Games,0.09,0,0.12,0.01,0.23
7109,.hack//G.U. Vol.2//Reminisce,Sony,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23
7110,Disgaea: Afternoon of Darkness,Sony,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
7111,Ratchet & Clank: Full Frontal Assault,Sony,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.02,0.23
7112,NCAA Football 09,Nintendo,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02,0.23
7113,Family Party: 30 Great Games Winter Fun,Sony,Wii,2010,Sports,D3Publisher,0.21,0,0,0.01,0.23
7114,NCAA GameBreaker 2004,Nintendo,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7115,101-in-1 Party Megamix Wii,Sony,Wii,2009,Misc,Nordcurrent,0.19,0.01,0,0.02,0.23
7116,The Polar Express,Nintendo,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23
7117,Dinosaur King,Sony,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.23
7118,Buzz! Junior: RoboJam,Sony,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7119,Child of Eden,Nintendo,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23
7120,All Star Karate,Microsoft,Wii,2010,Action,THQ,0.14,0.07,0,0.02,0.23
7121,AC/DC LIVE: Rock Band Track Pack,Nintendo,X360,2008,Misc,MTV Games,0.21,0,0,0.02,0.23
7122,Tetris Attack,Sony,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
7123,NBA ShootOut 2003,Nintendo,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7124,The Magic School Bus: Oceans,Sony,DS,2011,Adventure,Scholastic Inc.,0.21,0,0,0.01,0.23
7125,Shin Nippon Pro Wrestling: Toukon Retsuden 3,Sony,PS,1998,Fighting,Tomy Corporation,0,0,0.21,0.01,0.23
7126,Senran Kagura: Estival Versus,Nintendo,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23
7127,Digimon World DS (JP sales),Sony,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
7128,NHL FaceOff 2003,Sony,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
7129,Jersey Devil,Sony,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23
7130,Rogue Ops,Sony,PS2,2003,Action,Kemco,0.11,0.09,0,0.03,0.23
7131,NBA Street: Showdown,Sony,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.23
7132,3rd Super Robot Wars Z Jigoku Hen,Nintendo,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23
7133,Cars 2,Nintendo,3DS,2011,Racing,Disney Interactive Studios,0.21,0,0,0.02,0.23
7134,Petz Monkeyz House,PC,DS,2008,Simulation,Ubisoft,0.2,0,0,0.02,0.23
7135,Spec Ops: The Line,Sony,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0,0.03,0.23
7136,Legion: The Legend of Excalibur,Nintendo,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22
7137,FaceBreaker K.O. Party,Sony,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22
7138,Justice League Heroes,Sony,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,Sony,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22
