Rank,Name,Company,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9323,NCIS,Nintendo,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.14
9324,Little League World Series Baseball 2009,Nintendo,DS,2009,Sports,Activision,0.13,0,0,0.01,0.14
9325,Gladius,Microsoft,XB,2003,Strategy,Activision,0.1,0.03,0,0,0.14
9326,Legends of Wrestling,Microsoft,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14
9327,Queen's Gate: Spiral Chaos,Sony,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14
9328,Nayuta no Kiseki,Sony,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14
9329,Back At The Barnyard: Slop Bucket Games,Nintendo,DS,2008,Sports,THQ,0.12,0,0,0.01,0.14
9330,Quick Yoga Training,Nintendo,DS,2008,Misc,Ubisoft,0.13,0,0,0.01,0.14
9331,Fashion Studio: Paris Collection,Nintendo,DS,2009,Misc,Ubisoft,0.13,0,0,0.01,0.13
9332,Legendary,Sony,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13
9333,Spy Hunter 2,Microsoft,XB,2003,Racing,Midway Games,0.1,0.03,0,0,0.13
9334,Peppa Pig: Fun and Games,Nintendo,Wii,2010,Misc,Ubisoft,0,0.12,0,0.02,0.13
9335,Backyard Soccer,Sony,PS,2001,Sports,Infogrames,0.07,0.05,0,0.01,0.13
9336,Final Fantasy XI: Rise of the Zilart,Sony,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13
9337,James Bond 007: Nightfire,Nintendo,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13
9338,Nobunaga no Yabou: Tendou,Sony,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13
9339,Medalot 7,Nintendo,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13
9340,Bio FREAKS,Sony,PS,1998,Action,GT Interactive,0.07,0.05,0,0.01,0.13
9341,Castlevania Chronicles,Sony,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9342,Suzumiya Haruhi no Tomadoi,Sony,PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13
9343,MLB Power Pros 2008,Nintendo,Wii,2008,Sports,Konami Digital Entertainment,0.12,0,0.01,0.01,0.13
9344,NHL 2K8,Microsoft,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
9345,Dokapon Kingdom,Nintendo,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13
9346,Bratz,Nintendo,GBA,2002,Platform,Ubisoft,0.1,0.04,0,0,0.13
9347,Go Play: Circus Star,Nintendo,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13
9348,King Arthur,Sony,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
9349,Winter Stars,Nintendo,Wii,2011,Sports,Deep Silver,0.06,0.07,0,0.01,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Sony,PS2,2005,Misc,D3Publisher,0,0,0.13,0,0.13
9351,The Guy Game,Sony,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,Sony,PS2,2006,Action,Banpresto,0,0,0.13,0,0.13
9353,Blade II,Microsoft,XB,2002,Action,Activision,0.1,0.03,0,0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,Sony,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,0.13,0,0.13
9355,Baseball Advance,Nintendo,GBA,2002,Sports,Sega,0.1,0.04,0,0,0.13
9356,Shonen Jump's One Piece: Grand Battle,Sony,PS2,2005,Fighting,Atari,0.07,0.05,0,0.02,0.13
9357,Retro Atari Classics,Nintendo,DS,2005,Misc,Atari,0.12,0,0,0.01,0.13
9358,NHL 2K9,Sony,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
9359,Pro Yaky? Spirits 6,Sony,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9360,Freddi Fish: ABC under the sea,Nintendo,DS,2008,Misc,Atari,0.13,0,0,0.01,0.13
9361,Puzzle Kingdoms,Nintendo,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9362,Shovel Knight,Nintendo,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9363,Hyperdimension Idol Neptunia PP,Sony,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
9364,Paperboy / Rampage,Nintendo,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Nintendo,DS,2010,Role-Playing,Spike,0,0,0.13,0,0.13
9366,Ben 10 Galactic Racing,Nintendo,3DS,2011,Racing,D3Publisher,0.07,0.06,0,0.01,0.13
9367,Sentou Kokka Air Land Battle,Sony,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.01,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,Sony,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13
9369,Tak 2: The Staff of Dreams,Microsoft,XB,2004,Platform,THQ,0.1,0.03,0,0,0.13
9370,Hulk Hogan's Main Event,Microsoft,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9371,Transformers: Devastation,Microsoft,XOne,2015,Action,Activision,0.09,0.03,0,0.01,0.13
9372,Euro Truck Simulator 2,PC,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13
9373,DmC: Devil May Cry,Microsoft,XOne,2015,Action,Capcom,0.08,0.04,0,0.01,0.13
9374,WipeOut 3 The Game,Nintendo,WiiU,2012,Action,Activision,0.12,0,0,0.01,0.13
9375,Ys: The Ark of Napishtim,Sony,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,Nintendo,DS,2005,Action,Ubisoft,0.12,0,0,0.01,0.13
9377,Brain Assist,Nintendo,DS,2007,Misc,Sega,0.12,0,0,0.01,0.13
9378,Azure Dreams,Sony,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9379,Rumble Roses XX,Microsoft,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
9380,Space Camp,Nintendo,Wii,2009,Action,Activision,0.12,0,0,0.01,0.13
9381,SingStar Latino,Sony,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13
9382,Bakugan: Battle Trainer,Nintendo,DS,2010,Action,Activision,0.12,0,0,0.01,0.13
9383,Phantom Brave: We Meet Again,Nintendo,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13
9384,Monster Rancher DS,Nintendo,DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13
9385,Kurt Warner's Arena Football Unleashed,Sony,PS,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13
9386,Suite PreCure: Melody Collection,Nintendo,DS,2011,Misc,Namco Bandai Games,0,0,0.13,0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Sony,PS2,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13
9388,NHL 2K9,Sony,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
9389,Venetica,Microsoft,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13
9390,Disney's Kim Possible: Kimmunicator,Nintendo,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.01,0.13
9391,James Bond 007: Legends,Nintendo,WiiU,2012,Shooter,Activision,0.07,0.05,0,0.01,0.13
9392,Rogue Ops,Microsoft,XB,2003,Action,Kemco,0.1,0.03,0,0,0.13
9393,NBA Hoopz,Sony,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13
9394,Transworld Surf,Microsoft,XB,N/A,Sports,Atari,0.1,0.03,0,0,0.13
9395,Rugby 15,Sony,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.13
9396,MLB 11: The Show,Sony,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9397,Castrol Honda Superbike Racing,Sony,PS,1998,Racing,THQ,0.07,0.05,0,0.01,0.13
9398,History Civil War: Secret Missions,Microsoft,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13
9399,Army Men: Green Rogue,Sony,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13
9400,My Spanish Coach,Sony,PSP,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13
9401,Chessmaster,Microsoft,XB,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,Nintendo,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9403,Fatal Inertia,Microsoft,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13
9404,Superman: The Man of Steel,Microsoft,XB,2002,Action,Atari,0.1,0.03,0,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,Sony,PSP,2010,Role-Playing,Acquire,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,Nintendo,Wii,2010,Shooter,505 Games,0.12,0,0,0.01,0.13
9407,The Flintstones: Bedrock Bowling,Sony,PS,2000,Sports,Ubisoft,0.07,0.05,0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,Nintendo,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13
9409,NHL 2003,Nintendo,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9410,Chicken Run,Sony,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,Sony,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,Nintendo,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13
9413,Pro Baseball Spirits 2015,Sony,PSV,2015,Action,Konami Digital Entertainment,0,0,0.13,0,0.13
9414,Shining Force III,Sega,SAT,1997,Strategy,Sega,0,0,0.13,0,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Sony,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9416,Tales of the Heroes: Twin Brave,Sony,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0,0.13
9417,WWE Survivor Series,Nintendo,GBA,2004,Fighting,THQ,0.09,0.04,0,0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Nintendo,DS,2006,Action,Sega,0,0,0.13,0,0.13
9419,Super Robot Wars BX,Nintendo,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13
9420,Persona 4: Arena,Microsoft,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,Microsoft,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9422,Nagano Winter Olympics '98,Sony,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,Microsoft,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13
9424,Winning Post 5,Sony,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13
9425,Star Wars: Lethal Alliance,Sony,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,Nintendo,DS,2010,Adventure,Foreign Media Games,0.08,0.04,0,0.01,0.13
9427,All Star Cheer Squad 2,Nintendo,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13
9428,Frogger Beyond,Nintendo,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9429,RPG Maker II,Sony,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13
9430,Resident Evil: Revelations 2,Sony,PSV,2015,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,Nintendo,DS,2011,Action,THQ,0.11,0.02,0,0.01,0.13
9432,Destruction Derby Arenas,Sony,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,Microsoft,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13
9434,The Unholy War,Sony,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13
9435,Chuck E. Cheese's Game Room,Nintendo,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13
9436,Wantame Music Channel: Doko Demo Style,Nintendo,DS,2007,Misc,Capcom,0,0,0.13,0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Nintendo,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13
9438,Shaman King: Power of Spirit,Sony,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,Sony,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13
9440,Attack on Titan (KOEI),Sony,PSV,2016,Action,Tecmo Koei,0,0,0.13,0,0.13
9441,Soccer Tsuku DS: World Challenge 2010,Nintendo,DS,2010,Sports,Sega,0,0,0.13,0,0.13
9442,Family Fortunes,Nintendo,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,Sony,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13
9444,Contra III: The Alien Wars,Nintendo,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13
9445,Dead to Rights: Reckoning,Sony,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13
9446,The BIGS 2,Sony,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Nintendo,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13
9448,Amagami,Sony,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
9449,Diablo II,PC,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0,0.02,0.13
9450,How to Train Your Dragon 2,Sony,PS3,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,0.13
9451,NBA 08,Sony,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13
9452,The Smurfs 2,Microsoft,X360,2013,Platform,Ubisoft,0.03,0.09,0,0.01,0.13
9453,NeverDead,Sony,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,Sony,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13
9455,Fire ProWrestling,Nintendo,GBA,2001,Fighting,Spike,0.09,0.03,0,0,0.13
9456,Eternal Poison (JP sales),Sony,PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13
9457,Mission: Impossible - Operation Surma,Microsoft,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13
9458,Naruto Shippuden: Kizuna Drive,Sony,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,Sony,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13
9460,MX 2002 Featuring Ricky Carmichael,Microsoft,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13
9461,Indianapolis 500 Legends,Nintendo,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,Sony,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,Nintendo,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
9464,Steel Battalion: Heavy Armor,Microsoft,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,Nintendo,Wii,2009,Sports,Ubisoft,0.1,0.02,0,0.01,0.13
9466,Mega Man Anniversary Collection,Microsoft,XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13
9467,Disney Princess: Enchanting Storybooks,Nintendo,DS,2011,Misc,THQ,0.08,0.04,0,0.01,0.13
9468,Sally's Salon,Nintendo,DS,2008,Simulation,Capcom,0.12,0,0,0.01,0.13
9469,The Oregon Trail,Nintendo,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13
9470,Disruptor,Sony,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13
9471,NBA Ballers: Chosen One,Sony,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,0.13
9472,Lovely Lisa and Friends,Nintendo,DS,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13
9473,Hasbro Family Fun Pack,Microsoft,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,Nintendo,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13
9475,Under Night In-Birth,Sony,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
9476,Drakengard 2,Sony,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13
9477,Street Fighter IV,PC,PC,N/A,Fighting,Capcom,0.07,0.04,0,0.02,0.13
9478,Grand Knights History,Sony,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13
9479,Harvest Moon DS (jp sales),Nintendo,DS,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13
9480,Summon Night: Twin Age,Nintendo,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13
9481,Sin and Punishment,Nintendo,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13
9482,NBA Jam 2000,Nintendo,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13
9483,Castlevania: Legacy of Darkness,Nintendo,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13
9484,Just Dance: Disney Party,Nintendo,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13
9485,Cabela's Alaskan Adventure,Microsoft,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13
9486,Rango: The Video Game,Microsoft,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13
9487,Shrek Super Party,Microsoft,XB,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13
9488,Sonic Riders,Microsoft,XB,2006,Racing,Sega,0.1,0.03,0,0,0.13
9489,Shimano Xtreme Fishing,Nintendo,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,0.13
9490,The History Channel: Great Battles - Medieval,Microsoft,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
9491,TRON: Evolution,Sony,PSP,2010,Action,Disney Interactive Studios,0.09,0.02,0,0.02,0.13
9492,Rally Fusion: Race of Champions,Sony,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13
9493,Barbie and the Three Musketeers,Nintendo,DS,2009,Adventure,Activision,0.12,0,0,0.01,0.13
9494,Secret Agent Clank,Sony,PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9495,The House of the Dead,Sega,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13
9496,DreamWorks Super Star Kartz,Nintendo,DS,2011,Racing,Activision,0.09,0.03,0,0.01,0.13
9497,RealSports Volleyball,Atari,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13
9498,Heroes of the Pacific,Microsoft,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13
9499,Smart Boy's Gameroom,Nintendo,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13
9500,NightCaster,Microsoft,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13
9501,RollerCoaster Tycoon,Microsoft,XB,2003,Strategy,Atari,0.1,0.03,0,0,0.13
9502,FIFA World Cup Germany 2006,Nintendo,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13
9503,Hitman 2: Silent Assassin,Nintendo,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13
9504,MLB 13: The Show,Sony,PSV,2013,Sports,Sony Computer Entertainment,0.11,0,0,0.02,0.13
9505,Nicktoons: MLB,Microsoft,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9506,Digimon Racing,Nintendo,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13
9507,Ape Escape 3,Sony,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9508,Green Lantern: Rise of the Manhunters,Microsoft,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13
9509,"Crouching Tiger, Hidden Dragon",Sony,PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13
9510,Last Bronx,Sega,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13
9511,Iridion II,Nintendo,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13
9512,Momotaro Douchuuki,Sega,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13
9513,Brothers: A Tale of Two Sons,Sony,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.13
9514,Tom Clancy's Splinter Cell: Double Agent,Nintendo,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13
9515,Whiplash,Sony,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13
9516,BlazBlue: Continuum Shift II,Sony,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9517,Backyard Sports Football: Rookie Rush,Nintendo,Wii,2010,Sports,Atari,0.12,0,0,0.01,0.13
9518,Warcraft III: Reign of Chaos,PC,PC,2002,Strategy,Vivendi Games,0.03,0.08,0,0.02,0.13
9519,Farming Simulator 2011,PC,PC,2010,Simulation,N/A,0,0.13,0,0,0.13
9520,Margot's Word Brain,Nintendo,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9521,Spider-Man: Battle for New York,Nintendo,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13
9522,Imagine: Fashion Designer,Nintendo,3DS,2011,Simulation,Ubisoft,0.1,0.02,0,0.01,0.13
9523,Pop'n Music Portable,Sony,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13
9524,Nintendo Puzzle Collection,Nintendo,GC,N/A,Puzzle,Unknown,0,0,0.13,0,0.13
9525,Borderlands: Double Game Add-On Pack,Microsoft,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13
9526,Otogi: Myth of Demons,Microsoft,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13
9527,The Price is Right 2010 Edition,Nintendo,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13
9528,Army Men: Soldiers of Misfortune,Nintendo,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13
9529,Alter Echo,Sony,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
9530,Walt Disney Pictures Presents: The Wild,Nintendo,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
9531,Puzzle de Harvest Moon,Nintendo,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13
9532,Reader Rabbit Kindergarten,Nintendo,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
9533,Onechanbara: Bikini Samurai Squad,Microsoft,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13
9534,Metal Max 3,Nintendo,DS,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13
9535,Rock Band Track Pack Volume 1,Sony,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13
9536,Puyo Puyo!! 20th Anniversary,Nintendo,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13
9537,Hour of Victory,Microsoft,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13
9538,Namco Soccer Prime Goal,Sony,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13
9539,NBA 08,Sony,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Sony,PS3,2016,Action,Square Enix,0,0,0.13,0,0.13
9541,Monster Hunter Frontier Online,Microsoft,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13
9542,Green Lantern: Rise of the Manhunters,Nintendo,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13
9543,Shin Megami Tensei: Digital Devil Saga,Sony,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13
9544,7 Wonders of the Ancient World,Nintendo,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13
9545,Backyard Baseball '09,Nintendo,DS,2008,Sports,Atari,0.12,0,0,0.01,0.13
9546,Puppies 3D,Nintendo,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13
9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Sony,PS2,2005,Misc,Sega,0,0,0.13,0,0.13
9548,Mystic Ark,Nintendo,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13
9549,Just Cause 2,PC,PC,2010,Action,Square Enix,0,0.1,0,0.03,0.13
9550,Ty the Tasmanian Tiger 2: Bush Rescue,Nintendo,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13
9551,Venetica,Sony,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.04,0,0.02,0.13
9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,Microsoft,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13
9553,LEGO Racers 2,Sony,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
9554,Backyard Baseball,Nintendo,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13
9555,Transformers: War for Cybertron -- Decepticons,Nintendo,DS,2010,Action,Activision,0.11,0.01,0,0.01,0.13
9556,Overlord: Raising Hell,Sony,PS3,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13
9557,Sega GT,Sega,DC,2000,Racing,Sega,0,0,0.13,0,0.13
9558,Fuse (Insomniac),Microsoft,X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
9559,Cabela's Dangerous Hunts 2009,Sony,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13
9560,Legends of Wrestling,Nintendo,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13
9561,Space Bust-A-Move,Nintendo,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.13
9562,Legend of the Guardians: The Owls of Ga'Hoole,Nintendo,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
9563,Gunstar Heroes,Sega,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13
9564,All-Star Baseball 2004,Microsoft,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13
9565,Tamagotchi no Pichi Pichi Omisecchi,Nintendo,DS,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13
9566,Shining Wind,Sony,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13
9567,Brothers in Arms: Double Time,Nintendo,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
9568,Portal Runner,Sony,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13
